store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at,slab_id,slab_label,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
STORE_4,11,STORE_4_V10010,2025-08-02,SALE,15,LBL00198,BANGLE,916,4.996,4.689,0.0,4.295,25222.96,5462.61,2025-08-02,1,0–5 GM,LBL00198,H598424,BANGLE LBL00198,BANGLE,916,5.006,4.776,0.045,4.375,1,DES2849,,5011,MAIN_STORE,19,2025-11-24 11:50:05.393931,15,Customer_15,Customer,Net 30,+919397199956
STORE_4,12,STORE_4_V10011,2025-08-02,SALE,76,LBL00187,CHAIN,916,29.056,28.526,0.075,26.13,160568.61,5718.54,2025-08-02,20,15–30 GM,LBL00187,H472899,CHAIN LBL00187,CHAIN,916,27.536,27.339,0.018,25.042,1,DES6119,,5010,MAIN_STORE,4,2025-11-24 11:50:05.367511,76,Customer_76,Customer,Net 0,+918403731150
STORE_4,13,STORE_4_V10012,2025-08-03,SALE,72,LBL00098,BANGLE,916,40.774,40.459,0.0,37.06,238046.25,5777.79,2025-08-03,9,10+ GM,LBL00098,H759172,BANGLE LBL00098,BANGLE,916,36.586,36.203,0.153,33.162,1,DES4401,,5001,MAIN_STORE,21,2025-11-24 11:50:05.140154,72,Customer_72,Customer,Net 15,+917232477787
STORE_4,14,STORE_4_V10013,2025-08-03,SALE,69,LBL00123,CHAIN,916,57.914,57.452,0.086,52.626,311508.03,5273.03,2025-08-03,9,10+ GM,LBL00123,H344026,CHAIN LBL00123,CHAIN,916,54.563,54.216,0.213,49.662,1,DES5759,,5006,MAIN_STORE,5,2025-11-24 11:50:05.200625,69,Customer_69,Customer,Net 0,+919803665224
STORE_4,15,STORE_4_V10014,2025-08-03,SALE,20,LBL00156,NECKLACE,585,50.283,49.973,0.048,29.234,168157.02,5348.25,2025-08-03,9,10+ GM,LBL00156,H915572,NECKLACE LBL00156,NECKLACE,585,49.968,49.776,0.197,29.119,1,DES4311,,5002,MAIN_STORE,13,2025-11-24 11:50:05.284883,20,Customer_20,Customer,Net 15,+917447116404
STORE_4,16,STORE_4_V10015,2025-08-04,SALE,113,LBL00247,PENDANT,916,11.947,11.754,0.0,10.767,66081.94,5936.73,2025-08-04,19,5–15 GM,LBL00247,H288531,PENDANT LBL00247,PENDANT,916,11.125,10.77,0.02,9.864,1,DES8444,,5016,MAIN_STORE,11,2025-11-24 11:50:05.514087,113,Customer_113,Customer,Net 30,+917626285594
STORE_4,17,STORE_4_V10016,2025-08-04,SALE,97,LBL00185,CHAIN,916,43.164,42.873,0.0,39.272,238659.52,5619.11,2025-08-04,9,10+ GM,LBL00185,H190302,CHAIN LBL00185,CHAIN,916,42.848,42.427,0.017,38.864,1,DES7987,,5012,MAIN_STORE,4,2025-11-24 11:50:05.362579,97,Customer_97,Customer,Net 30,+917842240083
STORE_4,18,STORE_4_V10017,2025-08-04,SALE,17,LBL00138,PENDANT,916,7.129,6.75,0.0,6.183,37431.7,5901.04,2025-08-04,10,0–10 GM,LBL00138,H604884,PENDANT LBL00138,PENDANT,916,7.459,6.938,0.004,6.355,1,DES3545,,5014,MAIN_STORE,10,2025-11-24 11:50:05.238528,17,Customer_17,Customer,Net 30,+919476322069
STORE_4,19,STORE_4_V10018,2025-08-04,SALE,36,LBL00023,EARRING,916,3.39,3.216,0.013,2.946,19032.13,5747.77,2025-08-04,1,0–5 GM,LBL00023,H393804,EARRING LBL00023,EARRING,916,2.663,2.498,0.002,2.288,1,DES4695,,5004,MAIN_STORE,15,2025-11-24 11:50:04.935096,36,Customer_36,Customer,Net 15,+918705490992
STORE_4,20,STORE_4_V10019,2025-08-04,SALE,68,LBL00221,PENDANT,916,10.556,10.105,0.0,9.256,57733.93,5906.74,2025-08-04,19,5–15 GM,LBL00221,H891662,PENDANT LBL00221,PENDANT,916,9.802,9.412,0.052,8.622,1,DES1003,,5004,MAIN_STORE,10,2025-11-24 11:50:05.451749,68,Customer_68,Customer,Net 15,+917517717617
STORE_4,21,STORE_4_V10020,2025-08-04,SALE,91,LBL00155,PENDANT,750,3.352,3.226,0.0,2.42,15218.51,5751.04,2025-08-04,1,0–5 GM,LBL00155,H217683,PENDANT LBL00155,PENDANT,750,3.538,3.242,0.034,2.432,1,DES7131,,5001,MAIN_STORE,10,2025-11-24 11:50:05.281638,91,Customer_91,Customer,Net 15,+919155313861
STORE_4,22,STORE_4_V10021,2025-08-04,SALE,5,LBL00033,RING,916,1.728,1.344,0.0,1.231,7307.37,5735.79,2025-08-04,1,0–5 GM,LBL00033,H550955,RING LBL00033,RING,916,1.674,1.286,0.004,1.178,1,DES3378,,5018,MAIN_STORE,6,2025-11-24 11:50:04.957601,5,Customer_5,Customer,Net 30,+917302314710
STORE_4,23,STORE_4_V10022,2025-08-04,SALE,17,LBL00219,BANGLE,585,24.579,24.492,0.025,14.328,86686.22,5833.1,2025-08-04,20,15–30 GM,LBL00219,H618306,BANGLE LBL00219,BANGLE,585,24.129,23.735,0.024,13.885,1,DES2007,,5002,MAIN_STORE,20,2025-11-24 11:50:05.447058,17,Customer_17,Customer,Net 30,+919476322069
STORE_4,24,STORE_4_V10023,2025-08-05,SALE,48,LBL00063,NECKLACE,916,9.647,9.213,0.0,8.439,52098.83,5767.9,2025-08-05,10,0–10 GM,LBL00063,H643899,NECKLACE LBL00063,NECKLACE,916,9.738,9.582,0.022,8.778,1,DES9812,,5012,MAIN_STORE,10,2025-11-24 11:50:05.031913,48,Customer_48,Customer,Net 0,+917162076186
STORE_4,25,STORE_4_V10024,2025-08-05,SALE,43,LBL00107,NECKLACE,750,14.517,13.984,0.013,10.488,61437.04,5365.88,2025-08-05,19,5–15 GM,LBL00107,H885734,NECKLACE LBL00107,NECKLACE,750,14.04,13.718,0.01,10.289,1,DES6901,,5001,MAIN_STORE,11,2025-11-24 11:50:05.163016,43,Customer_43,Customer,Net 15,+917093206686
STORE_4,26,STORE_4_V10025,2025-08-05,SALE,8,LBL00212,BANGLE,916,27.2,26.987,0.023,24.72,153591.43,5817.15,2025-08-05,20,15–30 GM,LBL00212,H794799,BANGLE LBL00212,BANGLE,916,25.446,25.035,0.0,22.932,1,DES2276,,5018,MAIN_STORE,20,2025-11-24 11:50:05.429742,8,Customer_8,Customer,Net 0,+917434758564
STORE_4,27,STORE_4_V10026,2025-08-06,SALE,116,LBL00102,BANGLE,916,34.27,33.915,0.054,31.066,170541.13,5319.39,2025-08-06,12,20–40 GM,LBL00102,H978721,BANGLE LBL00102,BANGLE,916,30.884,30.814,0.057,28.226,1,DES5889,,5010,MAIN_STORE,21,2025-11-24 11:50:05.150463,116,Customer_116,Customer,Net 30,+918605548088
STORE_4,28,STORE_4_V10027,2025-08-06,SALE,84,LBL00006,NECKLACE,750,5.84,5.734,0.009,4.3,27189.69,5713.08,2025-08-06,10,0–10 GM,LBL00006,H786563,NECKLACE LBL00006,NECKLACE,750,5.565,5.167,0.002,3.875,1,DES1136,,5002,MAIN_STORE,10,2025-11-24 11:50:04.892915,84,Customer_84,Customer,Net 15,+918244608630
STORE_4,29,STORE_4_V10028,2025-08-06,SALE,10,LBL00191,BANGLE,916,12.268,11.981,0.043,10.975,64912.2,5254.23,2025-08-06,19,5–15 GM,LBL00191,H201987,BANGLE LBL00191,BANGLE,916,12.129,11.795,0.0,10.804,1,DES8464,,5009,MAIN_STORE,19,2025-11-24 11:50:05.376009,10,Customer_10,Customer,Net 30,+918654984428
STORE_4,30,STORE_4_V10029,2025-08-06,SALE,96,LBL00150,CHAIN,916,16.295,15.721,0.0,14.4,87187.51,5786.39,2025-08-06,11,10–20 GM,LBL00150,H839525,CHAIN LBL00150,CHAIN,916,15.494,15.331,0.0,14.043,1,DES6152,,5001,MAIN_STORE,3,2025-11-24 11:50:05.265934,96,Customer_96,Customer,Net 15,+919801385697
STORE_4,31,STORE_4_V10030,2025-08-06,SALE,95,LBL00216,NECKLACE,916,53.815,53.486,0.001,48.993,279326.83,5501.78,2025-08-06,9,10+ GM,LBL00216,H284731,NECKLACE LBL00216,NECKLACE,916,56.697,56.235,0.006,51.511,1,DES6046,,5012,MAIN_STORE,13,2025-11-24 11:50:05.439600,95,Customer_95,Customer,Net 0,+919095347470
STORE_4,32,STORE_4_V10031,2025-08-06,SALE,11,LBL00146,BANGLE,916,3.0,2.517,0.0,2.306,13013.67,5525.16,2025-08-06,1,0–5 GM,LBL00146,H981578,BANGLE LBL00146,BANGLE,916,2.829,2.716,0.0,2.488,1,DES1510,,5010,MAIN_STORE,18,2025-11-24 11:50:05.256739,11,Customer_11,Customer,Net 0,+917829441721
STORE_4,33,STORE_4_V10032,2025-08-06,SALE,47,LBL00015,NECKLACE,916,35.08,34.831,0.019,31.905,197130.78,5523.64,2025-08-06,12,20–40 GM,LBL00015,H359409,NECKLACE LBL00015,NECKLACE,916,31.49,31.248,0.0,28.623,1,DES9673,,5009,MAIN_STORE,12,2025-11-24 11:50:04.915761,47,Customer_47,Customer,Net 30,+917664494972
STORE_4,34,STORE_4_V10033,2025-08-06,SALE,59,LBL00101,NECKLACE,916,49.092,48.519,0.0,44.443,283223.51,5725.8,2025-08-06,9,10+ GM,LBL00101,H252436,NECKLACE LBL00101,NECKLACE,916,47.957,47.54,0.003,43.547,1,DES1531,,5018,MAIN_STORE,13,2025-11-24 11:50:05.148013,59,Customer_59,Customer,Net 15,+917742610535
STORE_4,35,STORE_4_V10034,2025-08-07,SALE,66,LBL00147,NECKLACE,916,9.63,9.146,0.007,8.378,47916.34,5441.79,2025-08-07,10,0–10 GM,LBL00147,H493468,NECKLACE LBL00147,NECKLACE,916,10.202,9.92,0.104,9.087,1,DES9753,,5005,MAIN_STORE,11,2025-11-24 11:50:05.259150,66,Customer_66,Customer,Net 0,+918436192596
STORE_4,36,STORE_4_V10035,2025-08-07,SALE,101,LBL00196,PENDANT,916,9.401,9.241,0.0,8.465,52367.0,5533.51,2025-08-07,10,0–10 GM,LBL00196,H927094,PENDANT LBL00196,PENDANT,916,9.739,9.328,0.111,8.544,1,DES6320,,5014,MAIN_STORE,10,2025-11-24 11:50:05.388733,101,Customer_101,Customer,Net 0,+918143565474
STORE_4,37,STORE_4_V10036,2025-08-07,SALE,40,LBL00176,BRACELET,585,26.96,26.593,0.0,15.557,92361.87,5630.8,2025-08-07,20,15–30 GM,LBL00176,H753205,BRACELET LBL00176,BRACELET,585,28.818,28.392,0.032,16.61,1,DES9422,,5003,MAIN_STORE,20,2025-11-24 11:50:05.341200,40,Customer_40,Customer,Net 0,+918296400037
STORE_4,38,STORE_4_V10037,2025-08-08,SALE,78,LBL00166,CHAIN,916,20.512,20.28,0.009,18.576,114777.12,5830.25,2025-08-08,20,15–30 GM,LBL00166,H104309,CHAIN LBL00166,CHAIN,916,21.98,21.44,0.01,19.64,1,DES6095,,5001,MAIN_STORE,4,2025-11-24 11:50:05.310123,78,Customer_78,Customer,Net 0,+917657978181
STORE_4,39,STORE_4_V10038,2025-08-08,SALE,113,LBL00112,RING,916,6.0,5.498,0.0,5.036,27959.69,5330.0,2025-08-08,10,0–10 GM,LBL00112,H241081,RING LBL00112,RING,916,6.906,6.327,0.0,5.796,1,DES2999,,5008,MAIN_STORE,8,2025-11-24 11:50:05.175451,113,Customer_113,Customer,Net 30,+917626285594
STORE_4,40,STORE_4_V10039,2025-08-08,SALE,86,LBL00106,EARRING,916,9.492,9.401,0.019,8.611,51213.32,5621.69,2025-08-08,10,0–10 GM,LBL00106,H793029,EARRING LBL00106,EARRING,916,10.05,9.902,0.012,9.07,1,DES3906,,5014,MAIN_STORE,17,2025-11-24 11:50:05.160622,86,Customer_86,Customer,Net 0,+918443831341
STORE_4,41,STORE_4_V10040,2025-08-08,SALE,20,LBL00173,BRACELET,916,19.336,19.266,0.085,17.648,113091.26,5679.91,2025-08-08,11,10–20 GM,LBL00173,H434652,BRACELET LBL00173,BRACELET,916,19.598,19.191,0.025,17.579,1,DES8227,,5003,MAIN_STORE,20,2025-11-24 11:50:05.332246,20,Customer_20,Customer,Net 15,+917447116404
STORE_4,42,STORE_4_V10041,2025-08-08,SALE,95,LBL00137,BANGLE,585,44.395,44.094,0.095,25.795,161334.95,5666.65,2025-08-08,9,10+ GM,LBL00137,H935981,BANGLE LBL00137,BANGLE,585,43.667,43.139,0.028,25.236,1,DES1582,,5004,MAIN_STORE,21,2025-11-24 11:50:05.235941,95,Customer_95,Customer,Net 0,+919095347470
STORE_4,43,STORE_4_V10042,2025-08-08,SALE,53,LBL00239,PENDANT,750,8.776,8.679,0.0,6.509,41716.51,5873.82,2025-08-08,10,0–10 GM,LBL00239,H503277,PENDANT LBL00239,PENDANT,750,9.281,8.844,0.0,6.633,1,DES6902,,5013,MAIN_STORE,10,2025-11-24 11:50:05.493680,53,Customer_53,Customer,Net 0,+918100558894
STORE_4,44,STORE_4_V10043,2025-08-08,SALE,77,LBL00169,RING,916,8.102,7.755,0.013,7.104,40389.48,5368.72,2025-08-08,10,0–10 GM,LBL00169,H645865,RING LBL00169,RING,916,7.454,7.098,0.051,6.502,1,DES6119,,5000,MAIN_STORE,8,2025-11-24 11:50:05.318617,77,Customer_77,Customer,Net 30,+919996893560
STORE_4,45,STORE_4_V10044,2025-08-09,SALE,18,LBL00228,BRACELET,750,18.119,17.684,0.019,13.263,81858.41,5921.49,2025-08-09,11,10–20 GM,LBL00228,H711033,BRACELET LBL00228,BRACELET,750,18.123,17.529,0.105,13.147,1,DES1133,,5019,MAIN_STORE,20,2025-11-24 11:50:05.468059,18,Customer_18,Customer,Net 15,+919896923497
STORE_4,46,STORE_4_V10045,2025-08-09,SALE,86,LBL00094,NECKLACE,916,61.157,61.113,0.024,55.98,337426.79,5400.55,2025-08-09,9,10+ GM,LBL00094,H717466,NECKLACE LBL00094,NECKLACE,916,64.114,63.878,0.003,58.512,1,DES8794,,5014,MAIN_STORE,13,2025-11-24 11:50:05.129812,86,Customer_86,Customer,Net 0,+918443831341
STORE_4,47,STORE_4_V10046,2025-08-09,SALE,105,LBL00244,BANGLE,916,18.448,18.418,0.0,16.871,102142.32,5730.08,2025-08-09,11,10–20 GM,LBL00244,H242371,BANGLE LBL00244,BANGLE,916,19.206,18.985,0.0,17.39,1,DES2387,,5004,MAIN_STORE,20,2025-11-24 11:50:05.506053,105,Customer_105,Customer,Net 30,+918776321392
STORE_4,48,STORE_4_V10047,2025-08-09,SALE,68,LBL00172,PENDANT,916,8.624,8.319,0.0,7.62,46222.32,5738.92,2025-08-09,10,0–10 GM,LBL00172,H400487,PENDANT LBL00172,PENDANT,916,8.015,7.765,0.025,7.114,1,DES5532,,5017,MAIN_STORE,10,2025-11-24 11:50:05.327896,68,Customer_68,Customer,Net 15,+917517717617
STORE_4,49,STORE_4_V10048,2025-08-09,SALE,100,LBL00120,EARRING,916,9.582,9.143,0.068,8.375,52426.33,5582.06,2025-08-09,10,0–10 GM,LBL00120,H744129,EARRING LBL00120,EARRING,916,10.296,9.767,0.001,8.947,1,DES9132,,5016,MAIN_STORE,17,2025-11-24 11:50:05.193992,100,Customer_100,Customer,Net 0,+918040735415
STORE_4,50,STORE_4_V10049,2025-08-09,SALE,76,LBL00103,EARRING,585,4.027,3.597,0.014,2.104,14006.99,5899.06,2025-08-09,1,0–5 GM,LBL00103,H191962,EARRING LBL00103,EARRING,585,3.79,3.436,0.07,2.01,1,DES1803,,5003,MAIN_STORE,15,2025-11-24 11:50:05.153071,76,Customer_76,Customer,Net 0,+918403731150
STORE_4,51,STORE_4_V10050,2025-08-10,SALE,26,LBL00243,RING,750,9.206,8.983,0.0,6.737,42435.8,5628.49,2025-08-10,10,0–10 GM,LBL00243,H856379,RING LBL00243,RING,750,9.394,9.059,0.022,6.794,1,DES8974,,5013,MAIN_STORE,8,2025-11-24 11:50:05.504338,26,Customer_26,Customer,Net 15,+918513220374
STORE_4,52,STORE_4_V10051,2025-08-10,SALE,51,LBL00070,NECKLACE,916,60.663,60.425,0.078,55.349,336140.77,5498.35,2025-08-10,9,10+ GM,LBL00070,H249149,NECKLACE LBL00070,NECKLACE,916,58.732,58.25,0.021,53.357,1,DES8595,,5014,MAIN_STORE,13,2025-11-24 11:50:05.053860,51,Customer_51,Customer,Net 15,+918576609019
STORE_4,53,STORE_4_V10052,2025-08-10,SALE,27,LBL00111,NECKLACE,916,62.766,62.221,0.0,56.994,329551.35,5470.43,2025-08-10,9,10+ GM,LBL00111,H168079,NECKLACE LBL00111,NECKLACE,916,60.386,60.3,0.07,55.235,1,DES5797,,5015,MAIN_STORE,13,2025-11-24 11:50:05.173062,27,Customer_27,Customer,Net 15,+919362581359
STORE_4,54,STORE_4_V10053,2025-08-10,SALE,90,LBL00138,PENDANT,916,7.113,6.567,0.033,6.015,38397.75,5824.72,2025-08-10,10,0–10 GM,LBL00138,H604884,PENDANT LBL00138,PENDANT,916,7.459,6.938,0.004,6.355,1,DES3545,,5014,MAIN_STORE,10,2025-11-24 11:50:05.238528,90,Customer_90,Customer,Net 15,+917365411459
STORE_4,55,STORE_4_V10054,2025-08-10,SALE,40,LBL00241,NECKLACE,585,63.193,62.883,0.004,36.787,209714.35,5510.36,2025-08-10,9,10+ GM,LBL00241,H240800,NECKLACE LBL00241,NECKLACE,585,60.793,60.51,0.002,35.398,1,DES1190,,5002,MAIN_STORE,13,2025-11-24 11:50:05.499098,40,Customer_40,Customer,Net 0,+918296400037
STORE_4,56,STORE_4_V10055,2025-08-10,SALE,48,LBL00202,CHAIN,585,42.315,41.965,0.015,24.55,140597.76,5544.38,2025-08-10,9,10+ GM,LBL00202,H207932,CHAIN LBL00202,CHAIN,585,45.672,45.365,0.046,26.538,1,DES7646,,5003,MAIN_STORE,4,2025-11-24 11:50:05.404225,48,Customer_48,Customer,Net 0,+917162076186
STORE_4,57,STORE_4_V10056,2025-08-10,SALE,31,LBL00237,BRACELET,750,28.155,28.137,0.003,21.103,126484.87,5488.08,2025-08-10,20,15–30 GM,LBL00237,H321476,BRACELET LBL00237,BRACELET,750,27.796,27.393,0.092,20.544,1,DES3841,,5015,MAIN_STORE,20,2025-11-24 11:50:05.489589,31,Customer_31,Customer,Net 30,+918033895513
STORE_4,58,STORE_4_V10057,2025-08-10,SALE,35,LBL00031,NECKLACE,916,34.522,34.405,0.0,31.515,191602.09,5429.43,2025-08-10,12,20–40 GM,LBL00031,H667650,NECKLACE LBL00031,NECKLACE,916,36.856,36.352,0.12,33.298,1,DES4314,,5004,MAIN_STORE,12,2025-11-24 11:50:04.953789,35,Customer_35,Customer,Net 15,+918943058119
STORE_4,59,STORE_4_V10058,2025-08-11,SALE,70,LBL00167,NECKLACE,750,32.078,31.724,0.0,23.793,134812.4,5337.55,2025-08-11,12,20–40 GM,LBL00167,H820426,NECKLACE LBL00167,NECKLACE,750,30.997,30.84,0.024,23.13,1,DES2426,,5010,MAIN_STORE,12,2025-11-24 11:50:05.313215,70,Customer_70,Customer,Net 30,+917049110293
STORE_4,60,STORE_4_V10059,2025-08-11,SALE,39,LBL00030,PENDANT,585,8.506,8.038,0.004,4.702,29131.24,5803.86,2025-08-11,10,0–10 GM,LBL00030,H784167,PENDANT LBL00030,PENDANT,585,8.768,8.607,0.085,5.035,1,DES3270,,5018,MAIN_STORE,10,2025-11-24 11:50:04.951289,39,Customer_39,Customer,Net 0,+919223115272
STORE_4,61,STORE_4_V10060,2025-08-11,SALE,29,LBL00106,EARRING,916,10.71,10.312,0.011,9.446,60929.37,5912.15,2025-08-11,19,5–15 GM,LBL00106,H793029,EARRING LBL00106,EARRING,916,10.05,9.902,0.012,9.07,1,DES3906,,5014,MAIN_STORE,17,2025-11-24 11:50:05.160622,29,Customer_29,Customer,Net 15,+919719748617
STORE_4,62,STORE_4_V10061,2025-08-11,SALE,4,LBL00005,PENDANT,750,5.645,5.32,0.0,3.99,23606.04,5604.54,2025-08-11,10,0–10 GM,LBL00005,H384459,PENDANT LBL00005,PENDANT,750,5.684,5.296,0.086,3.972,1,DES1869,,5014,MAIN_STORE,10,2025-11-24 11:50:04.890007,4,Customer_4,Customer,Net 30,+917174603960
STORE_4,63,STORE_4_V10062,2025-08-11,SALE,19,LBL00043,PENDANT,916,11.446,10.886,0.0,9.972,57655.75,5617.52,2025-08-11,19,5–15 GM,LBL00043,H694587,PENDANT LBL00043,PENDANT,916,11.657,11.354,0.026,10.401,1,DES4783,,5019,MAIN_STORE,11,2025-11-24 11:50:04.981421,19,Customer_19,Customer,Net 15,+919857194152
STORE_4,64,STORE_4_V10063,2025-08-11,SALE,72,LBL00239,PENDANT,750,9.605,9.429,0.0,7.072,44599.56,5808.19,2025-08-11,10,0–10 GM,LBL00239,H503277,PENDANT LBL00239,PENDANT,750,9.281,8.844,0.0,6.633,1,DES6902,,5013,MAIN_STORE,10,2025-11-24 11:50:05.493680,72,Customer_72,Customer,Net 15,+917232477787
STORE_4,65,STORE_4_V10064,2025-08-11,SALE,115,LBL00190,BRACELET,750,26.352,26.238,0.08,19.678,118789.56,5410.73,2025-08-11,20,15–30 GM,LBL00190,H238197,BRACELET LBL00190,BRACELET,750,25.189,24.922,0.073,18.692,1,DES2522,,5014,MAIN_STORE,20,2025-11-24 11:50:05.374495,115,Customer_115,Customer,Net 0,+917857641458
STORE_4,66,STORE_4_V10065,2025-08-12,SALE,15,LBL00013,RING,750,9.545,9.242,0.0,6.932,44428.93,5892.64,2025-08-12,10,0–10 GM,LBL00013,H308535,RING LBL00013,RING,750,10.439,10.365,0.014,7.774,1,DES9202,,5014,MAIN_STORE,9,2025-11-24 11:50:04.910806,15,Customer_15,Customer,Net 30,+919397199956
STORE_4,67,STORE_4_V10066,2025-08-12,SALE,68,LBL00178,BRACELET,916,36.92,36.668,0.018,33.588,203716.73,5811.55,2025-08-12,12,20–40 GM,LBL00178,H676051,BRACELET LBL00178,BRACELET,916,39.298,38.88,0.0,35.614,1,DES6218,,5008,MAIN_STORE,21,2025-11-24 11:50:05.345437,68,Customer_68,Customer,Net 15,+917517717617
STORE_4,68,STORE_4_V10067,2025-08-12,SALE,60,LBL00114,BANGLE,585,35.474,35.197,0.043,20.59,125404.25,5712.61,2025-08-12,12,20–40 GM,LBL00114,H650131,BANGLE LBL00114,BANGLE,585,39.36,39.073,0.008,22.858,1,DES4438,,5006,MAIN_STORE,21,2025-11-24 11:50:05.180508,60,Customer_60,Customer,Net 15,+919961788388
STORE_4,69,STORE_4_V10068,2025-08-12,SALE,60,LBL00050,BANGLE,916,21.991,21.979,0.018,20.133,117583.72,5686.68,2025-08-12,20,15–30 GM,LBL00050,H302647,BANGLE LBL00050,BANGLE,916,22.772,22.451,0.019,20.565,1,DES4707,,5001,MAIN_STORE,20,2025-11-24 11:50:04.999039,60,Customer_60,Customer,Net 15,+919961788388
STORE_4,70,STORE_4_V10069,2025-08-12,SALE,81,LBL00196,PENDANT,916,8.865,8.442,0.0,7.733,46758.14,5891.69,2025-08-12,10,0–10 GM,LBL00196,H927094,PENDANT LBL00196,PENDANT,916,9.739,9.328,0.111,8.544,1,DES6320,,5014,MAIN_STORE,10,2025-11-24 11:50:05.388733,81,Customer_81,Customer,Net 15,+919556073288
