store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at,slab_id,slab_label,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
STORE_6,36,STORE_6_V10035,2025-08-05,SALE,69,LBL00111,NECKLACE,916,64.738,64.45,0.005,59.036,379331.57,5839.77,2025-08-05,9,10+ GM,LBL00111,H168079,NECKLACE LBL00111,NECKLACE,916,60.386,60.3,0.07,55.235,1,DES5797,,5015,MAIN_STORE,13,2025-11-24 11:50:05.173062,69,Customer_69,Customer,Net 0,+919803665224
STORE_6,37,STORE_6_V10036,2025-08-05,SALE,19,LBL00045,CHAIN,916,36.983,36.545,0.027,33.475,210778.31,5662.93,2025-08-05,12,20–40 GM,LBL00045,H476712,CHAIN LBL00045,CHAIN,916,37.99,37.63,0.134,34.47,1,DES2302,,5015,MAIN_STORE,4,2025-11-24 11:50:04.986280,19,Customer_19,Customer,Net 15,+919857194152
STORE_6,38,STORE_6_V10037,2025-08-05,SALE,52,LBL00125,BRACELET,916,32.622,32.054,0.0,29.361,162168.87,5305.48,2025-08-05,12,20–40 GM,LBL00125,H587467,BRACELET LBL00125,BRACELET,916,32.428,32.215,0.229,29.509,1,DES2932,,5006,MAIN_STORE,21,2025-11-24 11:50:05.205442,52,Customer_52,Customer,Net 30,+918073127233
STORE_6,39,STORE_6_V10038,2025-08-05,SALE,60,LBL00152,PENDANT,916,8.993,8.708,0.0,7.977,47170.14,5303.5,2025-08-05,10,0–10 GM,LBL00152,H621199,PENDANT LBL00152,PENDANT,916,9.672,9.454,0.0,8.66,1,DES4893,,5011,MAIN_STORE,10,2025-11-24 11:50:05.271666,60,Customer_60,Customer,Net 15,+919961788388
STORE_6,40,STORE_6_V10039,2025-08-06,SALE,59,LBL00119,PENDANT,916,8.976,8.459,0.012,7.748,45739.55,5412.92,2025-08-06,10,0–10 GM,LBL00119,H650912,PENDANT LBL00119,PENDANT,916,8.817,8.619,0.0,7.895,1,DES6797,,5004,MAIN_STORE,10,2025-11-24 11:50:05.191620,59,Customer_59,Customer,Net 15,+917742610535
STORE_6,41,STORE_6_V10040,2025-08-06,SALE,115,LBL00210,PENDANT,585,10.446,10.047,0.048,5.877,35745.68,5348.66,2025-08-06,19,5–15 GM,LBL00210,H694764,PENDANT LBL00210,PENDANT,585,10.198,9.848,0.014,5.761,1,DES6606,,5017,MAIN_STORE,11,2025-11-24 11:50:05.424876,115,Customer_115,Customer,Net 0,+917857641458
STORE_6,42,STORE_6_V10041,2025-08-06,SALE,65,LBL00120,EARRING,916,9.999,9.79,0.002,8.968,53245.3,5469.97,2025-08-06,10,0–10 GM,LBL00120,H744129,EARRING LBL00120,EARRING,916,10.296,9.767,0.001,8.947,1,DES9132,,5016,MAIN_STORE,17,2025-11-24 11:50:05.193992,65,Customer_65,Customer,Net 15,+917337057834
STORE_6,43,STORE_6_V10042,2025-08-06,SALE,82,LBL00188,BRACELET,916,23.772,23.474,0.0,21.502,127366.86,5460.09,2025-08-06,20,15–30 GM,LBL00188,H957150,BRACELET LBL00188,BRACELET,916,22.744,22.562,0.025,20.667,1,DES4246,,5017,MAIN_STORE,20,2025-11-24 11:50:05.369726,82,Customer_82,Customer,Net 30,+919167796058
STORE_6,44,STORE_6_V10043,2025-08-06,SALE,28,LBL00120,EARRING,916,11.986,11.61,0.003,10.635,66731.67,5840.4,2025-08-06,19,5–15 GM,LBL00120,H744129,EARRING LBL00120,EARRING,916,10.296,9.767,0.001,8.947,1,DES9132,,5016,MAIN_STORE,17,2025-11-24 11:50:05.193992,28,Customer_28,Customer,Net 15,+918596523152
STORE_6,45,STORE_6_V10044,2025-08-06,SALE,48,LBL00248,EARRING,750,7.495,7.279,0.0,5.459,33591.14,5707.02,2025-08-06,10,0–10 GM,LBL00248,H544726,EARRING LBL00248,EARRING,750,7.061,6.828,0.027,5.121,1,DES8373,,5012,MAIN_STORE,16,2025-11-24 11:50:05.516648,48,Customer_48,Customer,Net 0,+917162076186
STORE_6,46,STORE_6_V10045,2025-08-06,SALE,108,LBL00248,EARRING,750,7.72,7.507,0.03,5.63,35369.98,5573.78,2025-08-06,10,0–10 GM,LBL00248,H544726,EARRING LBL00248,EARRING,750,7.061,6.828,0.027,5.121,1,DES8373,,5012,MAIN_STORE,16,2025-11-24 11:50:05.516648,108,Customer_108,Customer,Net 15,+918479723230
STORE_6,47,STORE_6_V10046,2025-08-06,SALE,84,LBL00026,EARRING,916,1.768,1.517,0.0,1.39,8751.22,5867.02,2025-08-06,1,0–5 GM,LBL00026,H810929,EARRING LBL00026,EARRING,916,1.757,1.685,0.0,1.543,1,DES4726,,5013,MAIN_STORE,14,2025-11-24 11:50:04.942369,84,Customer_84,Customer,Net 15,+918244608630
STORE_6,48,STORE_6_V10047,2025-08-07,SALE,82,LBL00161,RING,750,9.787,9.708,0.0,7.281,42983.21,5395.41,2025-08-07,10,0–10 GM,LBL00161,H913205,RING LBL00161,RING,750,9.71,9.328,0.048,6.996,1,DES6363,,5004,MAIN_STORE,8,2025-11-24 11:50:05.297196,82,Customer_82,Customer,Net 30,+919167796058
STORE_6,49,STORE_6_V10048,2025-08-07,SALE,101,LBL00168,PENDANT,585,7.173,6.595,0.009,3.858,22517.89,5439.92,2025-08-07,10,0–10 GM,LBL00168,H589554,PENDANT LBL00168,PENDANT,585,6.998,6.618,0.014,3.871,1,DES1755,,5003,MAIN_STORE,10,2025-11-24 11:50:05.315385,101,Customer_101,Customer,Net 0,+918143565474
STORE_6,50,STORE_6_V10049,2025-08-07,SALE,52,LBL00065,BRACELET,585,23.391,22.905,0.032,13.399,78002.76,5293.65,2025-08-07,20,15–30 GM,LBL00065,H506216,BRACELET LBL00065,BRACELET,585,22.536,22.176,0.007,12.973,1,DES9456,,5001,MAIN_STORE,20,2025-11-24 11:50:05.039366,52,Customer_52,Customer,Net 30,+918073127233
STORE_6,51,STORE_6_V10050,2025-08-07,SALE,86,LBL00127,BRACELET,916,9.135,8.777,0.0,8.04,45071.5,5314.01,2025-08-07,10,0–10 GM,LBL00127,H147702,BRACELET LBL00127,BRACELET,916,9.618,9.395,0.017,8.606,1,DES6468,,5011,MAIN_STORE,19,2025-11-24 11:50:05.210039,86,Customer_86,Customer,Net 0,+918443831341
STORE_6,52,STORE_6_V10051,2025-08-07,SALE,74,LBL00082,CHAIN,916,27.48,27.269,0.0,24.978,149684.87,5379.98,2025-08-07,20,15–30 GM,LBL00082,H677079,CHAIN LBL00082,CHAIN,916,27.248,26.791,0.008,24.54,1,DES7235,,5001,MAIN_STORE,4,2025-11-24 11:50:05.094389,74,Customer_74,Customer,Net 0,+918371454094
STORE_6,53,STORE_6_V10052,2025-08-07,SALE,92,LBL00096,EARRING,916,13.622,13.16,0.0,12.055,68316.41,5243.16,2025-08-07,19,5–15 GM,LBL00096,H730421,EARRING LBL00096,EARRING,916,11.971,11.618,0.064,10.642,1,DES1107,,5007,MAIN_STORE,17,2025-11-24 11:50:05.135078,92,Customer_92,Customer,Net 15,+919997331061
STORE_6,54,STORE_6_V10053,2025-08-07,SALE,13,LBL00100,CHAIN,916,59.883,59.862,0.017,54.834,340232.26,5709.63,2025-08-07,9,10+ GM,LBL00100,H785010,CHAIN LBL00100,CHAIN,916,54.122,53.758,0.01,49.242,1,DES6718,,5001,MAIN_STORE,5,2025-11-24 11:50:05.145422,13,Customer_13,Customer,Net 0,+919448250186
STORE_6,55,STORE_6_V10054,2025-08-07,SALE,98,LBL00011,BRACELET,916,28.168,28.096,0.0,25.736,157094.29,5553.91,2025-08-07,20,15–30 GM,LBL00011,H430779,BRACELET LBL00011,BRACELET,916,27.37,27.067,0.032,24.793,1,DES8940,,5019,MAIN_STORE,20,2025-11-24 11:50:04.905797,98,Customer_98,Customer,Net 30,+919645686265
STORE_6,56,STORE_6_V10055,2025-08-08,SALE,5,LBL00148,CHAIN,750,56.316,56.018,0.035,42.014,241791.51,5352.34,2025-08-08,9,10+ GM,LBL00148,H698717,CHAIN LBL00148,CHAIN,750,57.128,57.02,0.0,42.765,1,DES7382,,5005,MAIN_STORE,5,2025-11-24 11:50:05.260800,5,Customer_5,Customer,Net 30,+917302314710
STORE_6,57,STORE_6_V10056,2025-08-08,SALE,88,LBL00081,NECKLACE,916,24.906,24.838,0.0,22.752,142125.76,5795.66,2025-08-08,20,15–30 GM,LBL00081,H741804,NECKLACE LBL00081,NECKLACE,916,21.01,20.753,0.014,19.01,1,DES3619,,5012,MAIN_STORE,12,2025-11-24 11:50:05.091036,88,Customer_88,Customer,Net 30,+917211789542
STORE_6,58,STORE_6_V10057,2025-08-08,SALE,31,LBL00200,CHAIN,916,20.674,20.272,0.042,18.569,107593.67,5512.29,2025-08-08,20,15–30 GM,LBL00200,H395968,CHAIN LBL00200,CHAIN,916,20.769,20.743,0.263,19.001,1,DES6711,,5019,MAIN_STORE,4,2025-11-24 11:50:05.398880,31,Customer_31,Customer,Net 30,+918033895513
STORE_6,59,STORE_6_V10058,2025-08-08,SALE,102,LBL00051,PENDANT,916,5.173,4.91,0.0,4.498,27096.37,5706.77,2025-08-08,10,0–10 GM,LBL00051,H528436,PENDANT LBL00051,PENDANT,916,5.472,5.14,0.041,4.708,1,DES1245,,5008,MAIN_STORE,10,2025-11-24 11:50:05.001363,102,Customer_102,Customer,Net 15,+918389042400
STORE_6,60,STORE_6_V10059,2025-08-08,SALE,77,LBL00135,PENDANT,916,10.855,10.605,0.003,9.714,55480.91,5316.58,2025-08-08,19,5–15 GM,LBL00135,H303440,PENDANT LBL00135,PENDANT,916,11.01,10.61,0.082,9.718,1,DES6415,,5010,MAIN_STORE,11,2025-11-24 11:50:05.230497,77,Customer_77,Customer,Net 30,+919996893560
STORE_6,61,STORE_6_V10060,2025-08-08,SALE,35,LBL00055,RING,916,2.914,2.444,0.0,2.239,12627.22,5471.97,2025-08-08,1,0–5 GM,LBL00055,H613742,RING LBL00055,RING,916,3.24,3.035,0.008,2.78,1,DES6323,,5014,MAIN_STORE,7,2025-11-24 11:50:05.011812,35,Customer_35,Customer,Net 15,+918943058119
STORE_6,62,STORE_6_V10061,2025-08-08,SALE,79,LBL00050,BANGLE,916,20.721,20.707,0.004,18.968,119271.76,5656.57,2025-08-08,20,15–30 GM,LBL00050,H302647,BANGLE LBL00050,BANGLE,916,22.772,22.451,0.019,20.565,1,DES4707,,5001,MAIN_STORE,20,2025-11-24 11:50:04.999039,79,Customer_79,Customer,Net 0,+919893241312
STORE_6,63,STORE_6_V10062,2025-08-08,SALE,22,LBL00080,RING,750,2.703,2.402,0.02,1.802,10595.04,5387.1,2025-08-08,1,0–5 GM,LBL00080,H649262,RING LBL00080,RING,750,2.754,2.464,0.018,1.848,1,DES7292,,5016,MAIN_STORE,7,2025-11-24 11:50:05.087851,22,Customer_22,Customer,Net 30,+918724674934
STORE_6,64,STORE_6_V10063,2025-08-09,SALE,62,LBL00081,NECKLACE,916,24.259,23.829,0.041,21.827,140324.98,5774.57,2025-08-09,20,15–30 GM,LBL00081,H741804,NECKLACE LBL00081,NECKLACE,916,21.01,20.753,0.014,19.01,1,DES3619,,5012,MAIN_STORE,12,2025-11-24 11:50:05.091036,62,Customer_62,Customer,Net 0,+919556498528
STORE_6,65,STORE_6_V10064,2025-08-09,SALE,89,LBL00244,BANGLE,916,17.836,17.668,0.0,16.184,104408.99,5773.87,2025-08-09,11,10–20 GM,LBL00244,H242371,BANGLE LBL00244,BANGLE,916,19.206,18.985,0.0,17.39,1,DES2387,,5004,MAIN_STORE,20,2025-11-24 11:50:05.506053,89,Customer_89,Customer,Net 30,+918714513575
STORE_6,66,STORE_6_V10065,2025-08-09,SALE,2,LBL00171,EARRING,750,2.641,2.239,0.034,1.679,10067.3,5388.25,2025-08-09,1,0–5 GM,LBL00171,H436467,EARRING LBL00171,EARRING,750,2.577,2.316,0.076,1.738,1,DES4285,,5006,MAIN_STORE,15,2025-11-24 11:50:05.324604,2,Customer_2,Customer,Net 15,+917250396691
STORE_6,67,STORE_6_V10066,2025-08-09,SALE,56,LBL00161,RING,750,10.014,9.506,0.081,7.13,41340.27,5503.73,2025-08-09,19,5–15 GM,LBL00161,H913205,RING LBL00161,RING,750,9.71,9.328,0.048,6.996,1,DES6363,,5004,MAIN_STORE,8,2025-11-24 11:50:05.297196,56,Customer_56,Customer,Net 30,+917933885988
STORE_6,68,STORE_6_V10067,2025-08-09,SALE,109,LBL00045,CHAIN,916,34.989,34.777,0.012,31.856,201727.66,5746.56,2025-08-09,12,20–40 GM,LBL00045,H476712,CHAIN LBL00045,CHAIN,916,37.99,37.63,0.134,34.47,1,DES2302,,5015,MAIN_STORE,4,2025-11-24 11:50:04.986280,109,Customer_109,Customer,Net 30,+919814963909
STORE_6,69,STORE_6_V10068,2025-08-09,SALE,34,LBL00243,RING,750,8.271,7.844,0.0,5.883,36036.76,5587.2,2025-08-09,10,0–10 GM,LBL00243,H856379,RING LBL00243,RING,750,9.394,9.059,0.022,6.794,1,DES8974,,5013,MAIN_STORE,8,2025-11-24 11:50:05.504338,34,Customer_34,Customer,Net 30,+918091304489
STORE_6,70,STORE_6_V10069,2025-08-10,SALE,75,LBL00110,EARRING,750,13.54,13.469,0.0,10.102,65644.79,5909.19,2025-08-10,19,5–15 GM,LBL00110,H895284,EARRING LBL00110,EARRING,750,13.046,12.81,0.0,9.607,1,DES8001,,5017,MAIN_STORE,17,2025-11-24 11:50:05.170480,75,Customer_75,Customer,Net 30,+919426282426
